name,year,rating,metascore,vote,imdb_id,poster,genre,certificate,runtime,director_actor,story,imdbId,movieId,tmdbId,title,genres,genre1
Parasite,2019,8.6,96,421004,tt6751668,https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@..jpg,"
Comedy, Drama, Thriller            ",R,132 min,"
    Director:
Bong Joon Ho
| 
    Stars:
Kang-ho Song, 
Sun-kyun Lee, 
Yeo-jeong Jo, 
Woo-sik Choi
","
    Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.",6751668,202439,496243,Parasite (2019),Comedy|Drama,Comedy
The Villainess,2017,6.7,64,11120,tt6777338,https://m.media-amazon.com/images/M/MV5BNzRiZjFkMjgtYjAxMy00NjNhLThlZmEtMDk1N2Q3MjFjMTBmXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,"
Action, Thriller            ",Not Rated,124 min,"
    Director:
Byung-gil Jung
| 
    Stars:
Ok-bin Kim, 
Ha-kyun Shin, 
Jun Sung, 
Seo-hyeong Kim
","
    A female assassin leaves a trail of bodies behind her as she seeks revenge.",6777338,176921,437109,The Villainess (2017),Action|Drama,Action
The Merciless,2017,6.7,53,1778,tt6777370,https://m.media-amazon.com/images/M/MV5BNTQ1YjZmNzctNzc0MS00OGRkLWJhYTctOWU4YWNhMDhiNjJiXkEyXkFqcGdeQXVyNTAwNzc3ODg@..jpg,"
Action, Crime, Drama            ",Not Rated,117 min,"
    Director:
Sung-hyun Byun
| 
    Stars:
Kyung-gu Sol, 
Si-wan Im, 
Kyeong-yeong Lee, 
Hye-jin Jeon
","
    A young cop finds his loyalties divided after befriending a notorious criminal while undercover in prison.",6777370,175515,451997,The Merciless (2017),Action|Crime,Action
A Taxi Driver,2017,7.8,69,13319,tt6878038,https://m.media-amazon.com/images/M/MV5BMTA5ZGE4ZTQtYjVjOS00MTllLTkwZWEtYzQ5NzljMWJkYWE4XkEyXkFqcGdeQXVyMTk0NTY2ODQ@..jpg,"
Action, Drama, History            ",Not Rated,137 min,"
    Director:
Hun Jang
| 
    Stars:
Kang-ho Song, 
Thomas Kretschmann, 
Hae-Jin Yoo, 
Jun-Yeol Ryu
","
    A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",6878038,179779,437068,A Taxi Driver (2017),Action|Drama,Action
Psychokinesis,2018,5.9,,4134,tt6890582,https://m.media-amazon.com/images/M/MV5BNDQxZjlhZDQtNzEzMS00NGQ5LWEwMzMtZTM0NWI2NmViZWRmXkEyXkFqcGdeQXVyNjQ3ODkxMjE@..jpg,"
Action, Comedy, Fantasy            ",Not Rated,101 min,"
    Director:
Sang-ho Yeon
| 
    Stars:
Seung-ryong Ryu, 
Eun-kyung Shim, 
Jung-min Park, 
Yu-mi Jung
","
    After drinking water from a mountain spring, a bank security guard gains telekinetic superpowers, which he must use to save his estranged daughter from an evil construction company, as a superhero.",6890582,187213,452015,Psychokinesis (2018),Action|Adventure|Fantasy,Action
Rampant,2018,6.3,,2751,tt6927152,https://m.media-amazon.com/images/M/MV5BMTFhMzRiOWEtYThjMS00MWU1LTk1YTctYjcxMDcxMGU4MzQ4XkEyXkFqcGdeQXVyNTUxNTI3MzY@..jpg,"
Action, Horror            ",Not Rated,121 min,"
    Director:
Sung-hoon Kim
| 
    Stars:
Hyun Bin, 
Ji-hye Seo, 
Dong-Gun Jang, 
Eui-sung Kim
","
    Lee Chung is a Prince of Joseon, but he has been taken hostage to the Qing Dynasty.",6927152,195343,537190,Rampant (2018),Action,Action
Midnight Runners,2017,7.1,,4075,tt7056732,https://m.media-amazon.com/images/M/MV5BMzI2OWM0YmUtZTM2Ny00ZDhkLWI1OTUtOTljY2U4YThhNWZlXkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Action, Comedy            ",Not Rated,109 min,"
    Director:
Joo-hwan Kim
| 
    Stars:
Seo-joon Park, 
Ha-Neul Kang, 
Ha-seon Park, 
Dong-il Sung
","
    Two friends who are students at Korean National Police University, find themselves in an endless race against time after they witness a kidnapping and decide to use their knowledge.",7056732,189461,453127,Midnight Runners (2017),Action|Comedy,Action
Forgotten,2017,7.4,,13165,tt7057496,https://m.media-amazon.com/images/M/MV5BMWE2Y2FhNzQtN2NkOC00MjdjLTgyMDYtYTUwMzQ0MTIxNjcxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,"
Mystery, Thriller            ",TV-MA,108 min,"
    Director:
Hang-jun Jang
| 
    Stars:
Ha-Neul Kang, 
Mu-Yeol Kim, 
Na-ra Lee, 
Seong-kun Mun
","
    When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.",7057496,183699,488623,Forgotten (2017),Thriller,Thriller
Along With the Gods: The Two Worlds,2017,7.3,,10858,tt7160070,https://m.media-amazon.com/images/M/MV5BN2FjN2Q0ZWQtN2NiOC00MTZjLTg3ZDEtMmVkNzM0ODBkYmU1XkEyXkFqcGdeQXVyNTUxNTI3MzY@..jpg,"
Action, Drama, Fantasy            ",Not Rated,139 min,"
    Director:
Yong-hwa Kim
| 
    Stars:
Jung-woo Ha, 
Tae-Hyun Cha, 
Ji-Hoon Ju, 
Hyang-gi Kim
","
    After a heroic death, a firefighter navigates the afterlife with the help of three guides.",7160070,183397,397567,Along with the Gods: The Two Worlds (2017),Drama|Fantasy,Drama
Burning,2018,7.5,90,41394,tt7282468,https://m.media-amazon.com/images/M/MV5BMWNmYjI1M2UtNDdkNi00MTgwLWFiZmYtODcxNWZhM2Y2NWFkXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,"
Drama, Mystery            ",Not Rated,148 min,"
    Director:
Chang-dong Lee
| 
    Stars:
Ah-In Yoo, 
Steven Yeun, 
Jong-seo Jun, 
Soo-Kyung Kim
","
    Jong-su bumps into a girl who used to live in the same neighborhood, who asks him to look after her cat while she's on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby.",7282468,188623,491584,Burning (2018),Drama|Mystery,Drama
The Outlaws,2017,7.1,,3612,tt7468056,https://m.media-amazon.com/images/M/MV5BYzNkY2JjOGUtZTgyNS00YWZmLWIzNjctNGFkMGI2OTMwNmY2XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Action, Crime            ",Not Rated,121 min,"
    Director:
Yoon-Seong Kang
| 
    Stars:
Jin-ah Bae, 
Gwi-hwa Choi, 
Kijoon Hong, 
Hyung-Joon Im
","
    Based on real events, this crime action film depicts a Seoul detective's attempts to keep peace while two Chinese-Korean gangs battle over turf in the neighborhood.",7468056,191873,479718,The Outlaws (2017),Action|Crime,Action
Along With the Gods: The Last 49 Days,2018,7.1,,4658,tt8116428,https://m.media-amazon.com/images/M/MV5BNjc3NjU0MWEtZTkxYS00ZmMyLTk4YTQtMmMxM2Q0MjQxNzk1XkEyXkFqcGdeQXVyNzQzNDM3NTI@..jpg,"
Action, Drama, Fantasy            ",Not Rated,142 min,"
    Director:
Yong-hwa Kim
| 
    Stars:
Jung-woo Ha, 
Ji-Hoon Ju, 
Hyang-gi Kim, 
Dong-seok Ma
","
    In the afterlife, one guardian helps a man through his trials, while his two colleagues help a former guardian on earth.",8116428,192749,518068,Along With the Gods: The Last 49 Days (2018),Action|Adventure|Drama|Fantasy,Action
Gonjiam: Haunted Asylum,2018,6.2,,3845,tt8119752,https://m.media-amazon.com/images/M/MV5BNGU2NzI1OGYtMTMzZC00OWU5LWIxOTUtNzY0YTM3YWI5YTA1XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Horror            ",Not Rated,95 min,"
    Director:
Beom-sik Jeong
| 
    Stars:
Yoo Je-Yoon, 
Seung-Wook Lee, 
Ye-Won Mun, 
Ah-yeon Oh
","
    The crew of a horror web series travels to an abandoned asylum for a live broadcast. It soon encounters much more than expected as it moves deeper inside the nightmarish old building.",8119752,187959,508642,Gonjiam: Haunted Asylum (2018),Horror|Mystery,Horror
The Witch: Part 1 - The Subversion,2018,7.1,,4069,tt8574252,https://m.media-amazon.com/images/M/MV5BODc0MjJhMDYtZjYwNy00NTc2LWJjYzYtMTQ2ODY3YjEyZTZjXkEyXkFqcGdeQXVyNDcyMjQ4MzU@..jpg,"
Action, Mystery            ",Not Rated,125 min,"
    Director:
Hoon-jung Park
| 
    Stars:
Seung-chul Baek, 
Kim Byung-Ok, 
Woo-sik Choi, 
Da-Eun
","
    A high school student with amnesia tries to uncover what has happened to her. All leading her into deeper troubles ultimately revealing a darkness she could not have imagined.",8574252,192265,530254,The Witch: Part 1. The Subversion (2018),Action|Mystery,Action
